FIPS,gisjoin,state,county,total_votes,dem_margin,past_pres_partisanship,CVAP,median_age,bachelor %,median_income,rural %,white %,black %,native %,asian %,hispanic %,evangelical,protestant,catholic,mormon,total_religious,black_protestant
28037,G2800370,Mississippi,Franklin County,4219,-0.284149,-0.2245716,5890,42.5,0.16682304,40081,1,0.63200307,0.35712458,0.00012791,0.00038373,0.01036071,0.56319,0.05531,0.00394,0,0.660879,0.038429
28039,G2800390,Mississippi,George County,9831,-0.775351,-0.7119521,17045,36.8,0.1308942,47313,0.883,0.87946639,0.06991807,0.00223052,0.01231073,0.02337752,0.382269,0.08725,0.016339,0.01032,0.51435,0.017579
28041,G2800410,Mississippi,Greene County,5325,-0.626001,-0.5413712,11030,37.4,0.07834472,40069,1,0.71759558,0.25514669,0.00251058,0,0.01047271,0.26486,0.01222,0.00181,0,0.291389,0.0125
28043,G2800430,Mississippi,Grenada County,10442,-0.147056,-0.0615792,16370,40.3,0.16831205,33026,0.522,0.55344363,0.43716888,0.00250953,0.00037178,0.00120829,0.49968,0.070569,0.016429,0,0.673559,0.086829
28045,G2800450,Mississippi,Hancock County,17517,-0.593468,-0.5269995,35305,41.8,0.20937793,46542,0.426,0.8518076,0.09511602,0,0.00219432,0.03680369,0.117959,0.04334,0.122739,0.01384,0.30281,0.004849
28047,G2800470,Mississippi,Harrison County,62076,-0.303018,-0.2581954,145875,35.7,0.21513625,43095,0.228,0.64936295,0.23631969,0.00405902,0.0284333,0.05322556,0.213759,0.068769,0.1639,0.016679,0.49741,0.03057
28049,G2800490,Mississippi,Hinds County,91536,0.446964,0.43616832,180735,34,0.28027626,38773,0.153,0.25736725,0.71051857,0.00100983,0.00830758,0.0151924,0.37117,0.11864,0.02973,0.00366,0.67062,0.129909
28051,G2800510,Mississippi,Holmes County,7045,0.666171,0.68658484,13505,33.8,0.11619372,20800,0.868,0.15743786,0.82994554,0.00059309,0.00291152,0.00312719,0.27404,0.08287,0.00214,0,0.533179,0.171629
28053,G2800530,Mississippi,Humphreys County,3599,0.451446,0.50076746,6345,35.6,0.13945152,23442,0.498,0.2148039,0.75538427,0.00102018,0.00102018,0.02686466,0.267089,0.05088,0.00523,0,0.43424,0.11029
28055,G2800550,Mississippi,Issaquena County,699,0.13877,0.2249047,1145,42.3,0.09013283,24306,1,0.39201183,0.60207101,0,0,0.00591716,0.09815,0.014939,0,0,0.11309,0
28057,G2800570,Mississippi,Itawamba County,9634,-0.755161,-0.6103241,18155,40,0.13139572,35380,0.863,0.90876611,0.06567139,0.0000425,0.00246693,0.01437625,0.316139,0.08773,0.00286,0,0.441949,0.0285
28059,G2800590,Mississippi,Jackson County,45465,-0.382755,-0.3438263,104100,38,0.20464515,49158,0.273,0.68661697,0.21310614,0.00336528,0.02189563,0.05506567,0.29925,0.08589,0.089049,0.004849,0.50661,0.023429
28061,G2800610,Mississippi,Jasper County,8468,0.038938,0.09678801,12685,41.6,0.13661784,34993,1,0.45598017,0.53567541,0.0000605,0.00024187,0.00326521,0.330379,0.08739,0.00293,0,0.466939,0.04624
28063,G2800630,Mississippi,Jefferson County,3859,0.737565,0.78569817,5760,36.3,0.1782459,23773,1,0.13190755,0.8618491,0,0.00491498,0.00132837,0.100049,0.107819,0.014109,0,0.38662,0.164509
28065,G2800650,Mississippi,Jefferson Davis County,6237,0.201058,0.25641026,9290,43.1,0.1457059,26429,1,0.38238043,0.61243735,0,0,0.00339818,0.28966,0.03075,0.01842,0,0.44831,0.10643
28067,G2800670,Mississippi,Jones County,28250,-0.435313,-0.3805166,49490,36.8,0.18734228,37846,0.614,0.65003733,0.28994481,0.00298625,0.00553335,0.04231991,0.52173,0.05624,0.01992,0.00583,0.64446,0.040259
28069,G2800690,Mississippi,Kemper County,4639,0.226126,0.28701504,8005,41.1,0.11383538,29925,1,0.34014613,0.6028831,0.03742101,0,0.01490916,0.169189,0.201219,0,0,0.37041,0
28071,G2800710,Mississippi,Lafayette County,19642,-0.147788,-0.1529864,41790,29.2,0.39749153,43162,0.456,0.70555439,0.23897841,0.00086219,0.01917882,0.0236047,0.194169,0.118219,0.02332,0.00933,0.40398,0.050539
28073,G2800730,Mississippi,Lamar County,24179,-0.551439,-0.5467074,43520,34.3,0.36799855,53888,0.504,0.74803348,0.19896684,0.00142562,0.01415561,0.02462137,0.472009,0.0541,0.00753,0,0.539169,0
28075,G2800750,Mississippi,Lauderdale County,28967,-0.219345,-0.1490679,59510,37.4,0.19227756,38399,0.483,0.53205104,0.42483561,0.00148928,0.00788813,0.0215693,0.4688,0.1039,0.02278,0.01007,0.71682,0.105879
28077,G2800770,Mississippi,Lawrence County,6329,-0.297926,-0.2573903,9510,40.1,0.13607783,38155,1,0.6545267,0.32960406,0.00047608,0,0.00642704,0.55998,0.07325,0.0017,0,0.697269,0.038289
28079,G2800790,Mississippi,Leake County,8436,-0.141792,-0.087276,16125,35.5,0.1225209,32657,0.812,0.47738038,0.41549694,0.05792882,0.00321585,0.04289253,0.42697,0.04642,0.03781,0.00428,0.556059,0.040579
28081,G2800810,Mississippi,Lee County,31974,-0.370401,-0.2790461,62215,36.9,0.23086541,43224,0.454,0.66793307,0.283416,0.00194651,0.0077274,0.02417889,0.428629,0.11909,0.0245,0.00872,0.62075,0.03921
28083,G2800830,Mississippi,Leflore County,9566,0.410682,0.43310107,21690,32.8,0.18773656,25356,0.177,0.23403279,0.72757377,0,0.00727869,0.02495082,0.31986,0.094689,0.019179,0.011449,0.55624,0.10703
28085,G2800850,Mississippi,Lincoln County,15193,-0.400974,-0.3270379,26080,38.1,0.14794831,36250,0.695,0.67210516,0.30809144,0.00017296,0.00697587,0.01006025,0.64109,0.066849,0.011609,0.009179,0.782669,0.053829
28087,G2800870,Mississippi,Lowndes County,25139,-0.056774,-0.0047868,44810,36.9,0.22403191,41219,0.426,0.52513172,0.43517605,0.00168939,0.00923309,0.01915196,0.444189,0.088219,0.020829,0.009,0.667169,0.104129
28089,G2800890,Mississippi,Madison County,45048,-0.15907,-0.1570475,73690,37.1,0.45661432,65924,0.28,0.55853661,0.38107495,0.0015522,0.02420646,0.02756629,0.30048,0.090659,0.05506,0.008039,0.522149,0.05935
28091,G2800910,Mississippi,Marion County,11443,-0.355683,-0.3019876,19490,39.8,0.12745661,30914,0.731,0.65079427,0.32177451,0.00240217,0.00418443,0.01402557,0.54784,0.08904,0.008339,0.01632,0.703519,0.041939
28093,G2800930,Mississippi,Marshall County,14698,0.096772,0.19562808,27865,39.5,0.13048452,40598,0.834,0.47856117,0.4777876,0.00110509,0.00102221,0.03431318,0.30242,0.05557,0.00711,0,0.48229,0.11717
28095,G2800950,Mississippi,Monroe County,15781,-0.292307,-0.1576427,27520,40.9,0.15574104,37345,0.696,0.67140359,0.30458797,0.00030531,0.00091593,0.01071359,0.40555,0.11904,0.00619,0,0.560759,0.029899
28097,G2800970,Mississippi,Montgomery County,4162,-0.140713,-0.0481842,7935,42.3,0.18337374,31207,0.598,0.52284362,0.44740655,0,0.00251135,0.01458514,0.538399,0.16375,0.00549,0,0.7892,0.08156
28099,G2800990,Mississippi,Neshoba County,10438,-0.470388,-0.4310486,20905,36,0.143631,35991,0.739,0.59113117,0.21239058,0.15583226,0.00430888,0.01886408,0.472839,0.09587,0.02328,0.008189,0.6201,0.019609
28101,G2801010,Mississippi,Newton County,8594,-0.40178,-0.3145137,16045,37.8,0.15797091,35527,0.871,0.6200351,0.3033438,0.04826344,0.00235544,0.01727323,0.48324,0.058789,0.00557,0,0.57933,0.031679
28103,G2801030,Mississippi,Noxubee County,5538,0.564586,0.57391443,8055,36.1,0.14519681,31472,0.74,0.26338079,0.69219679,0.00459542,0.00027032,0.03955668,0.23118,0.074319,0.0052,0,0.49675,0.18571
28105,G2801050,Mississippi,Oktibbeha County,16151,0.015615,0.01843572,39210,25.2,0.4198081,33431,0.364,0.56990531,0.36911217,0.00080932,0.02964147,0.0162674,0.280779,0.11865,0.02557,0,0.47647,0.04053
28107,G2801070,Mississippi,Panola County,14854,-0.001195,0.08617616,25200,36.5,0.15591011,37556,0.789,0.47513039,0.50112183,0.00023311,0.00011655,0.0161718,0.332439,0.098159,0.010369,0,0.59896,0.157169
28109,G2801090,Mississippi,Pearl River County,18893,-0.6479,-0.5931875,41865,40.9,0.141897,41598,0.699,0.82039988,0.12960647,0.00212083,0.00322657,0.02934726,0.477399,0.03435,0.07306,0.01064,0.645159,0.019879
28111,G2801110,Mississippi,Perry County,5432,-0.536635,-0.4561342,9295,40.8,0.09005425,34774,1,0.77599803,0.20009857,0,0.00065714,0.01281419,0.4858,0.04196,0,0,0.527759,0
28113,G2801130,Mississippi,Pike County,15633,0.002085,0.08172916,29075,36.9,0.15695437,31511,0.594,0.44385187,0.52770475,0.00418138,0.00485741,0.01427176,0.4485,0.064769,0.03596,0.007469,0.63095,0.07289
28115,G2801150,Mississippi,Pontotoc County,11811,-0.612292,-0.5353316,21960,37.3,0.14733039,39869,0.84,0.77366989,0.15037911,0.00087486,0.00314302,0.06111075,0.58097,0.058979,0.010849,0,0.662179,0.01138
28117,G2801170,Mississippi,Prentiss County,9871,-0.565336,-0.4243995,19440,39.5,0.11959895,33509,0.761,0.83298473,0.13394372,0,0.00181538,0.01294447,0.566309,0.111609,0.00277,0.0161,0.70984,0.013019
28119,G2801190,Mississippi,Quitman County,3353,0.389599,0.43252073,5675,39,0.12925035,24835,0.57,0.277836,0.70461095,0,0.00091695,0.01165837,0.380149,0.281649,0,0,0.824149,0.162349
28121,G2801210,Mississippi,Rankin County,61356,-0.526829,-0.5215683,110035,37.1,0.2958259,59370,0.339,0.75182857,0.19826945,0.00137903,0.011377,0.02545123,0.50523,0.074079,0.02892,0.01183,0.645659,0.020219
28123,G2801230,Mississippi,Scott County,9867,-0.176202,-0.0944474,19105,36.1,0.11788663,32615,0.722,0.50067214,0.37604358,0.00438659,0.01089571,0.10750672,0.51819,0.10359,0.03538,0,0.67733,0.02017
28125,G2801250,Mississippi,Sharkey County,1926,0.359361,0.41271722,3470,38.7,0.18971167,28878,1,0.25504076,0.73573574,0.000858,0.0040755,0.003861,0.427379,0.10293,0.00712,0,0.61635,0.07893
28127,G2801270,Mississippi,Simpson County,11416,-0.308171,-0.2205078,20255,37.9,0.12750194,37285,0.848,0.61629825,0.3540819,0.00010998,0.00018329,0.01770593,0.6872,0.03825,0.004799,0,0.78635,0.05588
28129,G2801290,Mississippi,Smith County,7556,-0.565229,-0.5025312,12220,40.6,0.11947232,33696,1,0.74592551,0.2481874,0,0.00092954,0.00266468,0.325509,0.03299,0,0,0.369899,0.011339
28131,G2801310,Mississippi,Stone County,6368,-0.529879,-0.4536644,13775,37.6,0.14008729,44995,0.788,0.76971381,0.19455404,0.00650181,0.0013337,0.01750486,0.24531,0.060049,0.02092,0.01839,0.35505,0.010349
28133,G2801330,Mississippi,Sunflower County,9406,0.409564,0.46936231,20925,34.5,0.14140905,27126,0.458,0.24449387,0.73501313,0,0.00091161,0.01582555,0.216979,0.06829,0.0072,0,0.365699,0.073069
28135,G2801350,Mississippi,Tallahatchie County,5870,0.149063,0.22451176,11050,35.2,0.08914117,29837,0.809,0.35801299,0.46575528,0.00406064,0.01448295,0.15180022,0.249639,0.03817,0.00202,0,0.352449,0.06256
28137,G2801370,Mississippi,Tate County,11389,-0.306958,-0.1933742,21115,36.7,0.16170096,43883,0.774,0.64979886,0.30570259,0.00056461,0.00257605,0.02463124,0.43298,0.048329,0.009,0.02146,0.60372,0.09184
28139,G2801390,Mississippi,Tippah County,9143,-0.584515,-0.4801397,16045,38.7,0.13649852,37109,0.838,0.77503286,0.1652237,0,0.00339967,0.0475953,0.56045,0.088659,0.01125,0,0.66035,0
28141,G2801410,Mississippi,Tishomingo County,8310,-0.73671,-0.5657762,14895,42.7,0.10871795,35364,1,0.93580475,0.02409886,0.00353792,0.00112803,0.02748295,0.421889,0.08365,0.00214,0,0.52008,0.0124
28143,G2801430,Mississippi,Tunica County,3463,0.508551,0.59151073,7145,32.4,0.18976478,31918,0.66,0.19765542,0.77351783,0,0.00547708,0.01719996,0.11356,0.035719,0,0,0.173689,0.024309
28145,G2801450,Mississippi,Union County,11374,-0.628305,-0.5064672,20350,38,0.1551994,37898,0.756,0.78773804,0.14398514,0.00160777,0.00778877,0.04358855,0.679919,0.12453,0.01467,0.006849,0.86058,0.034609
28147,G2801470,Mississippi,Walthall County,5909,-0.182974,-0.0833002,11125,40.3,0.09739467,30571,1,0.52714016,0.45665677,0,0.00324062,0.00519849,0.38393,0.01574,0.013269,0,0.42511,0.012169
28149,G2801490,Mississippi,Warren County,18287,-0.024876,0.0153803,35480,38,0.23628971,40475,0.409,0.48020237,0.48340093,0.0007317,0.0081741,0.02094744,0.375839,0.105629,0.057179,0.01388,0.649309,0.084489
28151,G2801510,Mississippi,Washington County,14571,0.364695,0.42252092,35560,36.4,0.18520661,28452,0.175,0.25831558,0.71542684,0.00096264,0.00550959,0.01372276,0.38706,0.05745,0.03702,0.01081,0.6491,0.15449
28153,G2801530,Mississippi,Wayne County,9534,-0.256902,-0.1899923,15285,36.9,0.11554637,34458,0.796,0.58273627,0.39391724,0.0021933,0.0007311,0.0144758,0.46537,0.088159,0.00415,0,0.56374,0.006019
28155,G2801550,Mississippi,Webster County,5024,-0.58335,-0.5353458,7515,40.1,0.1851145,37083,1,0.78038702,0.19179601,0.00161258,0.00161258,0.0138077,0.5851,0.08417,0.006339,0,0.70594,0.030239
28157,G2801570,Mississippi,Wilkinson County,4174,0.364865,0.41149804,7205,36.8,0.13042797,25846,1,0.2798657,0.71114481,0,0.00032492,0.00346583,0.326579,0.090709,0.011439,0,0.50273,0.0739
28159,G2801590,Mississippi,Winston County,8771,-0.119356,-0.057076,14060,40.8,0.17259003,32820,0.759,0.50526486,0.47788758,0.00480588,0,0.0113937,0.501089,0.114909,0.0037,0,0.77836,0.15856
28161,G2801610,Mississippi,Yalobusha County,6058,-0.130657,-0.0387158,9485,42.1,0.13611572,34749,0.793,0.58400646,0.39386107,0.00226171,0.00201939,0.01470113,0.86362,0.061369,0,0,1.05561,0.13062
28163,G2801630,Mississippi,Yazoo County,9892,0.076564,0.14302926,20275,35.6,0.12853374,27560,0.446,0.36036654,0.58739493,0.0013709,0.00487031,0.03632887,0.276959,0.0724,0.02776,0,0.467089,0.088579
29001,G2900010,Missouri,Adair County,10137,-0.247409,-0.1414181,20460,27.7,0.30489685,37967,0.379,0.90777782,0.0221161,0.00238776,0.01949348,0.02469957,0.23911,0.10239,0.05467,0.03284,0.4298,0
29003,G2900030,Missouri,Andrew County,9140,-0.50547,-0.3380689,13315,42,0.23981674,54804,0.613,0.95076959,0.00887762,0.0036894,0.00397763,0.02219404,0.16812,0.128509,0.02753,0,0.32479,0
29005,G2900050,Missouri,Atchison County,2723,-0.557636,-0.4230343,4320,47.7,0.22332066,43438,1,0.96747212,0.00501859,0.0027881,0.0035316,0.01226766,0.274579,0.3898,0.0248,0,0.689889,0
29007,G2900070,Missouri,Audrain County,10043,-0.438426,-0.2659767,19705,40.1,0.12594145,41930,0.412,0.87242926,0.05922375,0.0010051,0.00262873,0.02872275,0.342,0.12131,0.07443,0.01414,0.593009,0.04089
29009,G2900090,Missouri,Barry County,14604,-0.596919,-0.446545,26235,43.3,0.12811892,37869,0.733,0.86986225,0.00173592,0.00461978,0.01514727,0.08617986,0.39062,0.039719,0.10448,0.00733,0.542409,0
29011,G2900110,Missouri,Barton County,5932,-0.701128,-0.5548207,8960,40.8,0.15182732,38877,0.64,0.92968944,0.00231884,0.01763975,0.00571429,0.02360248,0.3626,0.14449,0.01814,0,0.53612,0
29013,G2900130,Missouri,Bates County,8021,-0.546304,-0.3169476,12465,41.2,0.13777268,41520,0.773,0.94773815,0.00999213,0.00514746,0.00181675,0.02010537,0.32741,0.138719,0.02487,0,0.519389,0.007269
29015,G2900150,Missouri,Benton County,9584,-0.557131,-0.3433439,15435,52.9,0.10594423,33428,0.865,0.95298805,0.00371846,0.00345286,0.00180611,0.01806109,0.328139,0.096659,0.01889,0,0.453089,0
29017,G2900170,Missouri,Bollinger County,5669,-0.726216,-0.5282258,9550,43.5,0.09448452,39493,1,0.96710634,0.0028497,0.00797916,0.00252402,0.01050318,0.229389,0.06487,0.09909,0,0.39343,0
29019,G2900190,Missouri,Boone County,83312,0.058723,0.03075974,130975,30.3,0.46750462,50813,0.188,0.79855649,0.08195146,0.00106498,0.04223461,0.03179895,0.1979,0.100049,0.065689,0.011929,0.393189,0.004389
29021,G2900210,Missouri,Buchanan County,35563,-0.261,-0.0873355,66635,36.9,0.20481404,46680,0.134,0.84358329,0.04986859,0.00135324,0.01002069,0.06103003,0.277709,0.083799,0.100159,0.01717,0.492089,0.00466
29023,G2900230,Missouri,Butler County,17232,-0.614983,-0.4668719,32470,40.2,0.15603711,36302,0.522,0.89236832,0.05288316,0.00459347,0.00652879,0.01914333,0.287069,0.04725,0.050079,0.01491,0.41999,0.012849
29025,G2900250,Missouri,Caldwell County,4309,-0.555195,-0.3381329,6790,42.8,0.17853126,44722,1,0.94932097,0.00772883,0.00298112,0.00231865,0.01987413,0.27281,0.14208,0.011039,0,0.44525,0
29027,G2900270,Missouri,Callaway County,19127,-0.420362,-0.3112111,34660,37.8,0.20461287,50362,0.62,0.9030497,0.03781353,0.00295348,0.00758508,0.01962276,0.2008,0.08184,0.049469,0.011009,0.35329,0.006809
29029,G2900290,Missouri,Camden County,22182,-0.540819,-0.3934381,35400,50.1,0.21319797,46747,0.742,0.94593676,0.00681736,0.00505073,0.00620583,0.02597844,0.245419,0.072969,0.04432,0.020449,0.38737,0
29031,G2900310,Missouri,Cape Girardeau County,36875,-0.500162,-0.437955,60010,36.2,0.29855576,48458,0.305,0.86693388,0.07623353,0.00188247,0.01429139,0.02258961,0.480959,0.121269,0.1475,0.0104,0.76882,0.007
29033,G2900330,Missouri,Carroll County,4361,-0.62715,-0.445632,6905,42.8,0.17317542,41537,0.645,0.95038295,0.00910201,0.000222,0.002775,0.01409701,0.541149,0.1504,0.045079,0,0.749759,0.013019
29035,G2900350,Missouri,Carter County,2842,-0.663854,-0.437299,4735,40.6,0.12149753,37162,1,0.94511122,0.00080013,0.01040166,0,0.02208353,0.304069,0.03352,0.01564,0,0.354029,0
29037,G2900370,Missouri,Cass County,50715,-0.357953,-0.2835238,74800,39.4,0.25283886,63613,0.324,0.88745016,0.03499664,0.0032174,0.00699736,0.04145119,0.22962,0.066959,0.06334,0,0.363649,0.00008
29039,G2900390,Missouri,Cedar County,6278,-0.637723,-0.4696443,10560,44.4,0.14851588,33720,0.753,0.95147861,0.00050244,0.00035889,0.00057422,0.01887741,0.346949,0.060649,0.016449,0.031969,0.478759,0
29041,G2900410,Missouri,Chariton County,3962,-0.519526,-0.2781994,5880,45.4,0.15767944,41773,1,0.95535128,0.02232436,0.00118188,0.0006566,0.00801051,0.30711,0.15937,0.272629,0,0.77461,0.0355
29043,G2900430,Missouri,Christian County,41394,-0.540271,-0.4651775,59905,37.5,0.26470696,54392,0.448,0.93775974,0.00587425,0.0035343,0.00588644,0.02764067,0.49868,0.04734,0.03499,0,0.581129,0
29045,G2900450,Missouri,Clark County,3316,-0.539347,-0.1029457,5250,43.7,0.12311873,45169,1,0.97244898,0.00276968,0.00364432,0.00043732,0.00262391,0.219919,0.219219,0.033619,0,0.472759,0
29047,G2900470,Missouri,Clay County,109237,-0.110478,-0.0841091,170735,36.8,0.31876483,63702,0.098,0.82443649,0.05634933,0.00371888,0.02079482,0.06469213,0.25211,0.09098,0.10593,0.016859,0.47436,0.00056
29049,G2900490,Missouri,Clinton County,10197,-0.440341,-0.2274617,15425,40.9,0.18593072,57486,0.762,0.93890895,0.01712696,0.00487948,0.00575778,0.01927393,0.222969,0.16656,0.06335,0.03775,0.51135,0.00299
29051,G2900510,Missouri,Cole County,37261,-0.366645,-0.336868,58080,37.9,0.3173959,54130,0.291,0.81648238,0.11396421,0.00402073,0.01215357,0.02710077,0.302699,0.09537,0.2651,0.009449,0.69584,0.0113
29053,G2900530,Missouri,Cooper County,7976,-0.462309,-0.3212621,13645,38.8,0.20490441,44917,0.532,0.88610685,0.06290808,0.00278204,0.00340658,0.01595413,0.29106,0.109769,0.12028,0,0.54275,0.01273
29055,G2900550,Missouri,Crawford County,9920,-0.608498,-0.3636079,18620,41.6,0.12511112,36983,0.733,0.95795478,0.0021593,0.00444082,0.00101854,0.01800774,0.251659,0.02984,0.04592,0,0.32775,0
29057,G2900570,Missouri,Dade County,3951,-0.644647,-0.5020534,5965,46.9,0.14929474,37904,1,0.94150198,0.00355731,0.00421607,0.00131752,0.01897233,0.50349,0.07243,0.01116,0.08423,0.6717,0
29059,G2900590,Missouri,Dallas County,7440,-0.620287,-0.3942849,12585,43.3,0.13156737,37695,0.819,0.9443906,0.00084807,0.00708747,0.00115096,0.01908166,0.281459,0.039219,0.00769,0,0.328899,0
29061,G2900610,Missouri,Daviess County,3689,-0.566936,-0.3308719,6080,40.8,0.16822601,43669,1,0.96366719,0.01150539,0.00302773,0.00084777,0.01429091,0.460689,0.154389,0.01091,0.041619,0.66773,0
29063,G2900630,Missouri,DeKalb County,4590,-0.591206,-0.428046,10485,40.4,0.13580247,43538,0.624,0.81410357,0.10215646,0.00975917,0.00330553,0.03864316,0.157229,0.07478,0.01132,0,0.28568,0
29065,G2900650,Missouri,Dent County,6778,-0.680607,-0.4964624,11925,43.1,0.1257101,38020,0.686,0.95005777,0.0055848,0.00725382,0.00410836,0.01508538,0.469759,0.02932,0.02912,0.011369,0.53957,0
29067,G2900670,Missouri,Douglas County,6664,-0.675368,-0.4482233,10515,47.4,0.09427714,31333,0.791,0.97802035,0.00089107,0.00304448,0.00014851,0.01269771,0.14236,0.016809,0.017899,0.03588,0.21302,0
29069,G2900690,Missouri,Dunklin County,10574,-0.53564,-0.3017557,22565,39.6,0.11446811,31220,0.505,0.8153241,0.09647917,0.00306994,0.00345368,0.06171853,0.41073,0.04657,0.0507,0,0.5177,0.009699
29071,G2900710,Missouri,Franklin County,50045,-0.460739,-0.2790931,77380,40.6,0.19725356,50895,0.556,0.953999,0.00947454,0.0009406,0.00522227,0.01638204,0.223919,0.0637,0.17906,0.00947,0.481149,0.00486
29073,G2900730,Missouri,Gasconade County,7444,-0.557421,-0.391926,11655,45.7,0.16400526,45505,0.809,0.96517647,0.00477311,0.00302521,0.00309244,0.01277311,0.290569,0.16502,0.13283,0,0.58849,0
29075,G2900750,Missouri,Gentry County,3033,-0.558331,-0.3504502,5065,41.8,0.19433551,44024,1,0.96842105,0.01052632,0.00207561,0.004596,0.01082283,0.432319,0.266399,0.050159,0.03621,0.78525,0
29077,G2900770,Missouri,Greene County,127609,-0.273208,-0.2437941,221025,35.7,0.29882201,41908,0.14,0.88503375,0.03216336,0.00490455,0.01834654,0.03385544,0.350759,0.09176,0.055579,0.0168,0.521639,0.00227
29079,G2900790,Missouri,Grundy County,4413,-0.622274,-0.4156379,7695,40.8,0.186754,40187,0.455,0.94936956,0.00537582,0.00635324,0.00283452,0.01974392,0.625379,0.215669,0.03206,0.02885,0.90196,0
29081,G2900810,Missouri,Harrison County,3682,-0.648143,-0.443843,6390,42.5,0.13914657,41173,0.704,0.95698925,0.00809342,0.00138744,0.00023124,0.02034917,0.356819,0.21536,0.0153,0,0.62309,0
29083,G2900830,Missouri,Henry County,9855,-0.478208,-0.2591129,16795,43.8,0.1546869,42707,0.495,0.94090287,0.01463748,0.00711354,0.00177839,0.02143183,0.389639,0.120689,0.0695,0.02573,0.62195,0.008169
29085,G2900850,Missouri,Hickory County,4717,-0.534716,-0.2354701,7630,54.2,0.09813214,33113,1,0.95521744,0.00151074,0.00938815,0.00237402,0.01392036,0.27412,0.086319,0.02389,0,0.384339,0
29087,G2900870,Missouri,Holt County,2348,-0.670488,-0.5082251,3620,47.8,0.20089686,41017,1,0.96517523,0.00396738,0.00925722,0.00683271,0.00198369,0.380899,0.31922,0.010179,0,0.74735,0
29089,G2900890,Missouri,Howard County,4851,-0.409614,-0.2658722,7860,38.9,0.25312214,45762,0.641,0.9080607,0.05202996,0.0052227,0.00216792,0.01369728,0.21924,0.17981,0.077879,0.011529,0.500589,0.01183
29091,G2900910,Missouri,Howell County,17415,-0.630879,-0.4373547,30080,40.5,0.14374954,33964,0.722,0.9471253,0.00305476,0.0038495,0.0058115,0.01957035,0.334329,0.033509,0.02921,0.014949,0.421629,0.004599
29093,G2900930,Missouri,Iron County,4260,-0.524713,-0.1446291,8040,44.1,0.11378978,36354,0.749,0.94403131,0.01898239,0.00547945,0.00117417,0.01722114,0.379209,0.04271,0.033299,0,0.455319,0
29095,G2900950,Missouri,Jackson County,294063,0.174,0.197,499380,36.5,0.29426576,48104,0.038,0.62666041,0.23530995,0.00391579,0.01707324,0.08685381,0.229009,0.09093,0.103,0.018339,0.528019,0.0515
29097,G2900970,Missouri,Jasper County,48179,-0.506932,-0.4100137,84420,35.8,0.22056426,42648,0.237,0.84954335,0.02071122,0.01312023,0.01096476,0.07557763,0.42855,0.068989,0.05131,0.020829,0.57912,0.00428
29099,G2900990,Missouri,Jefferson County,105969,-0.35268,-0.1271783,167570,38.8,0.18431269,58232,0.302,0.94779122,0.0096335,0.00234656,0.00740381,0.01777454,0.18674,0.03162,0.139419,0.00277,0.365459,0.00227
29101,G2901010,Missouri,Johnson County,21087,-0.368588,-0.2424242,41470,29.8,0.2779102,48977,0.504,0.8644821,0.04442273,0.00625127,0.01425437,0.03898283,0.25786,0.056869,0.034509,0.01491,0.38699,0.00637
29103,G2901030,Missouri,Knox County,1867,-0.554545,-0.25907,3010,43.6,0.15512159,38816,1,0.96497373,0.00350263,0,0.00225169,0.00975732,0.34205,0.122969,0.10893,0,0.57395,0
29105,G2901050,Missouri,Laclede County,15959,-0.643449,-0.4453196,26835,40.1,0.13672733,40436,0.605,0.94014928,0.00473173,0.00616815,0.00363329,0.02247571,0.405129,0.058759,0.041829,0.014869,0.52475,0
29107,G2901070,Missouri,Lafayette County,15815,-0.436823,-0.2626148,24890,42.1,0.18322403,50830,0.569,0.92287048,0.01997621,0.00234835,0.0046662,0.02650279,0.381439,0.14161,0.04128,0.040979,0.639049,0.0228
29109,G2901090,Missouri,Lawrence County,16674,-0.609512,-0.469946,27830,39.6,0.16208059,40505,0.587,0.89917286,0.0049733,0.00499948,0.00544446,0.07004502,0.43925,0.0799,0.06404,0.023399,0.610139,0
29111,G2901110,Missouri,Lewis County,4452,-0.540844,-0.2731947,7740,39.3,0.13937651,45708,1,0.92805046,0.02897694,0.0058151,0.00206978,0.01705106,0.412589,0.122709,0.04309,0,0.578399,0
29113,G2901130,Missouri,Lincoln County,24857,-0.504126,-0.2912767,39565,36.7,0.15213453,55249,0.748,0.93488192,0.01733412,0.0031684,0.00451313,0.0224183,0.127549,0.068939,0.107859,0,0.304459,0
29115,G2901150,Missouri,Linn County,5572,-0.509755,-0.2347748,9380,42.8,0.14576191,39286,0.665,0.95202533,0.00332819,0.00178586,0.00219174,0.01940093,0.35656,0.23274,0.07789,0.008699,0.676509,0
29117,G2901170,Missouri,Livingston County,6408,-0.562841,-0.3468781,11765,41.5,0.19771578,44266,0.366,0.93312081,0.02796042,0.00597729,0.00524673,0.01520887,0.449029,0.16249,0.07187,0.01382,0.717139,0.0079
29119,G2901190,Missouri,McDonald County,8233,-0.639408,-0.4827939,15430,37.2,0.13300061,38846,1,0.78701585,0.01852993,0.02381162,0.01351232,0.11430458,0.23727,0.04428,0.024559,0.013949,0.320579,0
29121,G2901210,Missouri,Macon County,7579,-0.55767,-0.3340782,11675,42.9,0.15819688,37099,0.678,0.94122995,0.02168972,0.00285733,0.00415611,0.01188389,0.55409,0.11731,0.01156,0.01188,0.711679,0.0079
